CodeCommune,NomCommune,CodePostal
162,PLOEMEUR,56270.0
98,LANESTER,56600.0
193,RIANTEC,56670.0
40,CLEGUER,56620.0
94,KERVIGNAC,56700.0
101,LANGUIDIC,56440.0
23,BRECH,56400.0
161,PLOEMEL,56400.0
7,AURAY,56400.0
34,CARNAC,56340.0
114,LOCMARIA,56360.0
152,LE PALAIS,56360.0
234,SAINT-PIERRE-QUIBERON,56510.0
186,QUIBERON,56170.0
13,BELZ,56550.0
258,LA TRINITE SUR MER,56470.0
54,ERDEVEN,56410.0
262,LE BONO,56400.0
55,ETEL,56410.0
241,SAUZON,56360.0
263,SAINTE-ANNE-D'AURAY,56400.0
233,SAINT-PHILIBERT,56470.0
177,PLUVIGNER,56330.0
176,PLUNERET,56400.0
168,PLOUHARNEL,56340.0
124,MALESTROIT,56140.0
165,PLOERMEL,56800.0
178,PONTIVY,56300.0
110,LIGNOL,56160.0
10,BAUD,56150.0
194,NEVERS,58000.0
117,FOURCHAMBAULT,58600.0
303,VARENNES-VAUZELLES,58640.0
134,IMPHY,58160.0
88,COULANGES LES NEVERS,58660.0
95,DECIZE,58300.0
238,SAINT ELOI,58000.0
350,LILLE,59800.0
368,LA MADELEINE,59110.0
350,LILLE,59000.0
410,MONS EN BAROEUL,59370.0
328,LAMBERSART,59130.0
220,FACHES THUMESNIL,59155.0
350,LILLE,59260.0
350,LILLE,59777.0
527,SAINT-ANDRE,59350.0
636,WAMBRECHIES,59118.0
507,RONCHIN,59790.0
386,MARQUETTE-LEZ-LILLE,59520.0
9,VILLENEUVE-D'ASCQ,59650.0
250,FOURNES-EN-WEPPES,59134.0
163,CROIX,59170.0
367,LYS LEZ LANNOY,59390.0
9,VILLENEUVE-D'ASCQ,59491.0
512,ROUBAIX,59100.0
650,WATTRELOS,59150.0
350,LILLE,59160.0
653,WAVRIN,59136.0
462,PHALEMPIN,59133.0
343,LESQUIN,59810.0
332,LANNOY,59390.0
196,ENNETIERES-EN-WEPPES,59320.0
360,LOOS,59120.0
566,SEQUEDIN,59320.0
5,ALLENNES-LES-MARAIS,59251.0
648,WATTIGNIES,59139.0
646,WASQUEHAL,59290.0
34,AVELIN,59710.0
660,WILLEMS,59780.0
286,HAUBOURDIN,59320.0
9,VILLENEUVE-D'ASCQ,59493.0
560,SECLIN,59113.0
466,PONT-A-MARCQ,59710.0
586,TEMPLEUVE EN PEVELE,59242.0
168,CYSOING,59830.0
278,HALLENNES-LEZ-HAUBOURDIN,59320.0
299,HEM,59510.0
71,BERSEE,59235.0
421,MOUVAUX,59420.0
378,MARCQ EN BAROEUL,59700.0
508,RONCQ,59223.0
599,TOURCOING,59200.0
17,ARMENTIERES,59280.0
457,PERENCHIES,59840.0
279,HALLUIN,59250.0
173,DEULEMONT,59890.0
426,NEUVILLE EN FERRAIN,59960.0
90,BONDUES,59910.0
352,LINSELLES,59126.0
482,QUESNOY SUR DEULE,59890.0
271,GRANDE-SYNTHE,59760.0
43,BAILLEUL,59270.0
295,HAZEBROUCK,59190.0
178,DOUAI,59500.0
329,LAMBRES LEZ DOUAI,59552.0
569,SIN LE NOBLE,59450.0
574,SOMAIN,59490.0
222,FAUMONT,59310.0
456,PECQUENCOURT,59146.0
392,MAUBEUGE,59600.0
139,CAUDRY,59540.0
122,CAMBRAI,59400.0
491,RAISMES,59590.0
606,VALENCIENNES,59300.0
383,MARLY,59770.0
526,SAINT-AMAND-LES-EAUX,59230.0
14,ANZIN,59410.0
284,HASNON,59178.0
603,TRITH-ST-LEGER,59125.0
172,DENAIN,59220.0
57,BEAUVAIS,60000.0
395,MERU,60110.0
644,TRIE CHATEAU,60590.0
88,BORNEL,60540.0
462,NOAILLES,60430.0
652,VALDAMPIERRE,60790.0
143,CHAUMONT-EN-VEXIN,60240.0
330,LABOISSIERE EN THELLE,60570.0
12,ANDEVILLE,60570.0
277,GOINCOURT,60000.0
575,STE GENEVIEVE,60730.0
367,LOCONVILLE,60240.0
524,RANTIGNY,60290.0
157,CLERMONT,60600.0
360,LIANCOURT,60140.0
234,FITZ JAMES,60600.0
342,LAIGNEVILLE,60290.0
439,MOUY,60250.0
178,CREVECOEUR LE GRAND,60360.0
559,LA RUE ST PIERRE,60510.0
159,COMPIEGNE,60200.0
382,MARGNY LES COMPIEGNE,60280.0
156,CLAIROIX,60280.0
471,NOYON,60400.0
537,RIBECOURT DRESLINCOURT,60170.0
338,LACROIX ST OUEN,60610.0
665,VENETTE,60280.0
337,LACHELLE,60190.0
25,ATTICHY,60350.0
325,JAUX,60880.0
636,THOUROTTE,60150.0
402,LE MEUX,60880.0
119,CAMBRONNE LES RIBECOURT,60170.0
601,ST VAAST LES MELLO,60660.0
509,PONT STE MAXENCE,60700.0
463,NOGENT SUR OISE,60180.0
155,CIRES LES MELLO,60660.0
578,SAINTINES,60410.0
197,DIEUDONNE,60530.0
513,PRECY SUR OISE,60460.0
612,SENLIS,60300.0
141,CHANTILLY,60500.0
282,GOUVIEUX,60270.0
175,CREIL,60100.0
446,NANTEUIL LE HAUDOUIN,60440.0
684,VILLERS ST PAUL,60870.0
142,LA CHAPELLE EN SERVAL,60520.0
238,FLEURINES,60700.0
670,VERNEUIL EN HALATTE,60550.0
414,MONTATAIRE,60160.0
176,CREPY EN VALOIS,60800.0
482,ORRY LA VILLE,60560.0
589,ST MAXIMIN,60740.0
33,AVILLY ST LEONARD,60300.0
346,LAMORLAYE,60260.0
584,ST LEU D ESSERENT,60340.0
67,BETHISY ST MARTIN,60320.0
667,VERBERIE,60410.0
635,THIVERNY,60160.0
139,CHAMBLY,60230.0
358,LEVIGNEN,60800.0
86,BORAN SUR OISE,60820.0
68,BETHISY ST PIERRE,60320.0
172,COYE LA FORET,60580.0
695,VINEUIL ST FIRMIN,60500.0
500,LE PLESSIS BELLEVILLE,60330.0
432,MORTEFONTAINE,60128.0
173,CRAMOISY,60660.0
282,GOUVIEUX,60500.0
489,PEROY LES GOMBRIES,60440.0
450,NEUILLY EN THELLE,60530.0
666,VER SUR LAUNETTE,60950.0
282,GOUVIEUX,60260.0
398,LE MESNIL EN THELLE,60530.0
494,PLAILLY,60128.0
1,ALENCON,61000.0
169,FLERS,61100.0
483,BAGNOLES DE L'ORNE NORMANDIE,61140.0
41,ARRAS,62000.0
4,ACHICOURT,62217.0
764,SAINT-NICOLAS,62223.0
291,ELEU-DIT-LEAUWETTE,62300.0
37,ANZIN-SAINT-AUBIN,62223.0
99,BEAURAINS,62217.0
65,AVION,62210.0
744,SAINTE-CATHERINE,62223.0
609,NEUVILLE-ST-VAAST,62580.0
785,SAVY-BERLETTE,62690.0
128,BIACHE-SAINT-VAAST,62118.0
119,BETHUNE,62400.0
270,DIVION,62460.0
445,HESDIGNEUL-LES-BETHUNE,62196.0
126,BEUVRY,62660.0
473,ISBERGUES,62330.0
19,AIX NOULETTE,62160.0
413,HARNES,62440.0
215,CARVIN,62220.0
587,MONTIGNY EN GOHELLE,62640.0
895,WINGLES,62410.0
498,LENS,62300.0
528,LOOS EN GOHELLE,62750.0
427,HENIN-BEAUMONT,62110.0
893,WIMEREUX,62930.0
604,NEUFCHATEL-HARDELOT,62152.0
758,ST MARTIN BOULOGNE,62280.0
193,CALAIS,62100.0
899,WISSANT,62179.0
160,BOULOGNE SUR MER,62200.0
560,MARQUISE,62250.0
108,BERCK,62600.0
826,LE TOUQUET PARIS PLAGE,62520.0
261,CUCQ,62780.0
571,MERLIMONT,62155.0
14,AIRE-SUR-LA-LYS,62120.0
139,BLENDECQUES,62575.0
765,SAINT OMER,62500.0
525,LONGUENESSE,62219.0
40,ARQUES,62510.0
300,RIOM,63200.0
103,CHATELGUYON,63140.0
285,PONTGIBAUD,63230.0
430,THIERS,63300.0
178,ISSOIRE,63500.0
380,SAINT-NECTAIRE,63710.0
38,BESSE-ET-SAINT-ANASTAISE,63610.0
241,MONTPEYROUX,63114.0
98,CHASTREIX,63680.0
445,PAU,64000.0
129,BILLERE,64140.0
348,LONS,64140.0
132,BIZANOS,64320.0
519,SERRES CASTET,64121.0
385,MIOSSENS LANUSSE,64450.0
284,JURANCON,64110.0
269,IDRON,64320.0
416,NAVARRENX,64190.0
410,MOURENX,64150.0
237,GELOS,64110.0
511,SAUVAGNON,64230.0
374,MAZEROLLES,64230.0
430,ORTHEZ,64300.0
335,LESCAR,64230.0
467,RONTIGNON,64110.0
405,MORLAAS,64160.0
198,DENGUIN,64230.0
339,LESTELLE BETHARRAM,64800.0
422,OLORON SAINTE MARIE,64400.0
463,REBENACQ,64260.0
204,EAUX BONNES,64440.0
409,MOUMOUR,64400.0
320,LARUNS,64440.0
417,NAY,64800.0
522,SEVIGNACQ MEYRACQ,64260.0
40,ARETTE,64570.0
102,BAYONNE,64100.0
122,BIARRITZ,64200.0
24,ANGLET,64600.0
547,USTARITZ,64480.0
483,SAINT-JEAN-DE-LUZ,64500.0
371,MAULEON LICHARRE,64130.0
260,HENDAYE,64700.0
304,LAHONCE,64990.0
100,BASSUSSARRY,64200.0
189,CIBOURE,64500.0
256,HASPARREN,64240.0
538,UHART-CIZE,64220.0
493,SAINT-PALAIS,64120.0
286,LOURDES,65100.0
25,ARGELES-GAZOST,65400.0
127,CAPVERN,65130.0
440,TARBES,65000.0
138,CAUTERETS,65110.0
388,SAINT-LARY-SOULAN,65170.0
31,ARREAU,65240.0
384,SAILHAN,65170.0
123,CAMPAN,65710.0
59,BAGNERES-DE-BIGORRE,65200.0
481,BAREGES,65120.0
168,ESQUIEZE-SERE,65120.0
417,SEMEAC,65600.0
295,LUZ-SAINT-SAUVEUR,65120.0
199,GERM,65240.0
17,ARAGNOUET,65170.0
2,ADE,65100.0
465,VIELLE-AURE,65170.0
8,ARGELES SUR MER,66700.0
65,ELNE,66200.0
37,CANET EN ROUSSILLON,66140.0
182,SAINTE-MARIE-LA-MER,66470.0
171,SAINT-CYPRIEN,66750.0
136,PERPIGNAN,66100.0
136,PERPIGNAN,66000.0
212,TORREILLES,66440.0
17,LE BARCARES,66420.0
59,CORNEILLA DEL VERCOL,66200.0
213,TOULOUGES,66350.0
2,ALENYA,66200.0
4,LES ANGLES,66210.0
20,BOLQUERE,66210.0
3,AMELIE LES BAINS,66110.0
49,CERET,66400.0
124,FONT-ROMEU ODEILLO-VIA,66120.0
164,RIVESALTES,66600.0
154,PUYVALADOR,66210.0
187,SAINT-PAUL-DE-FENOUILLET,66220.0
82,FORMIGUERES,66210.0
24,LE BOULOU,66160.0
3,ALBIGNY-SUR-SAONE,69250.0
382,LYON 2EME,69002.0
143,NEUVILLE SUR SAONE,69250.0
384,LYON 4EME,69004.0
385,LYON 5EME,69005.0
389,LYON 9EME,69009.0
163,QUINCIEUX,69650.0
34,CALUIRE ET CUIRE,69300.0
381,LYON 1ER,69001.0
286,RILLIEUX-LA-PAPE,69140.0
88,FONTAINES SUR SAONE,69270.0
278,GENAY,69730.0
85,FLEURIEU-SUR-SAONE,69250.0
68,COUZON-AU-MONT-D OR,69270.0
292,SATHONAY-CAMP,69580.0
71,CURIS-AU-MONT-D'OR,69250.0
33,CAILLOUX-SUR-FONTAINES,69270.0
168,ROCHETAILLEE-SUR-SAONE,69270.0
233,SAINT-ROMAIN-AU-MONT-D OR,69270.0
284,MONTANAY,69250.0
293,SATHONAY-VILLAGE,69580.0
207,SAINT-GERMAIN-AU-MONT-D OR,69650.0
383,LYON 3EME,69003.0
387,LYON 7EME,69007.0
386,LYON 6EME,69006.0
388,LYON 8EME,69008.0
282,MEYZIEU,69330.0
289,SAINT-PIERRE-DE-CHANDIEU,69780.0
266,VILLEURBANNE,69100.0
259,VENISSIEUX,69200.0
275,DECINES-CHARPIEU,69150.0
297,TERNAY,69360.0
256,VAULX EN VELIN,69120.0
290,SAINT-PRIEST,69800.0
283,MIONS,69780.0
199,ST FONS,69190.0
271,CHASSIEU,69680.0
29,BRON,69500.0
273,CORBAS,69960.0
277,GENAS,69740.0
287,SAINT-BONNET-DE-MURE,69720.0
294,SEREZIN-DU-RHONE,69360.0
276,FEYZIN,69320.0
288,SAINT-LAURENT-DE-MURE,69720.0
296,SOLAIZE,69360.0
291,SAINT-SYMPHORIEN-D'OZON,69360.0
298,TOUSSIEU,69780.0
204,SAINT-GENIS-LAVAL,69230.0
149,OULLINS,69600.0
142,LA MULATIERE,69350.0
202,SAINTE FOY LES LYON,69110.0
176,SOUCIEU EN JARREST,69510.0
27,BRIGNAIS,69530.0
64,CONDRIEU,69420.0
241,TALUYERS,69440.0
96,GRIGNY,69520.0
91,GIVORS,69700.0
100,IRIGNY,69540.0
7,AMPUIS,69420.0
219,SAINT LAURENT D'AGNY,69440.0
46,CHARLY,69390.0
152,PIERRE BENITE,69310.0
260,VERNAISON,69390.0
189,SAINTE-COLOMBE,69560.0
235,SAINT ROMAIN EN GAL,69560.0
80,ECHALAS,69700.0
136,MONTAGNY,69700.0
141,MORNANT,69440.0
43,CHAPONOST,69630.0
268,VOURLES,69390.0
89,FRANCHEVILLE,69340.0
63,COLLONGES-AU-MONT- D OR,69660.0
81,ECULLY,69130.0
72,DARDILLY,69570.0
69,CRAPONNE,69290.0
244,TASSIN-LA-DEMI-LUNE,69160.0
28,BRINDAS,69126.0
78,DUERNE,69850.0
127,MARCY-L ETOILE,69280.0
125,MARCILLY-D AZERGUES,69380.0
10,L ARBRESLE,69210.0
40,CHAMPAGNE-AU-MONT-D OR,69410.0
86,FLEURIEUX-SUR-L ARBRESLE,69210.0
94,GREZIEU-LA-VARENNE,69290.0
116,LIMONEST,69760.0
44,CHARBONNIERES-LES-BAINS,69260.0
171,SAIN-BEL,69210.0
112,LENTILLY,69210.0
49,CHASSELAY,69380.0
31,BRUSSIEU,69690.0
32,BULLY,69210.0
191,SAINT CYR AU MONT D OR,69450.0
208,SAINT GERMAIN NUELLES,69210.0
67,COURZIEU,69690.0
76,DOMMARTIN,69380.0
154,POLLIONNAY,69290.0
250,LA TOUR DE SALVAGNY,69890.0
201,SAINTE-FOY-L ARGENTIERE,69610.0
194,SAINT-DIDIER-AU-MONT-D OR,69370.0
238,SAINT SYMPHORIEN SUR COISE,69590.0
249,THURINS,69510.0
173,SARCEY,69490.0
264,VILLEFRANCHE,69400.0
248,THIZY LES BOURGS,69240.0
121,LOZANNE,69380.0
115,LIMAS,69400.0
4,ALIX,69380.0
13,ARNAS,69400.0
243,TARARE,69170.0
92,GLEIZE,69400.0
206,SAINT GEORGES DE RENEINS,69830.0
45,CHARENTAY,69220.0
9,ANSE,69480.0
107,LAMURE SUR AZERGUES,69870.0
196,SAINT-DIDIER-SUR-BEAUJEU,69430.0
19,BELLEVILLE-EN-BEAUJOLAIS,69220.0
200,SAINT-FORGEUX,69490.0
6,AMPLEPUIS,69550.0
265,VILLE SUR JARNIOUX,69640.0
215,SAINT-JULIEN,69640.0
111,LEGNY,69620.0
24,VAL D'OINGT,69620.0
36,CERCIE,69220.0
122,LUCENAY,69480.0
56,CHESSY,69380.0
126,MARCY,69480.0
311,LUXEUIL-LES-BAINS,70300.0
285,HERICOURT,70400.0
310,LURE,70200.0
473,SAINT-SAUVEUR,70300.0
117,CHALONVILLARS,70400.0
561,VILLERSEXEL,70110.0
116,CHAGEY,70400.0
550,VESOUL,70000.0
388,NOIDANS-LES-VESOUL,70000.0
378,NAVENNE,70000.0
447,RIOZ,70190.0
428,PUSEY,70000.0
207,ECHENOZ-LA-MELINE,70000.0
26,ARC-LES-GRAY,70100.0
270,MACON,71000.0
543,TOURNUS,71700.0
137,CLUNY,71250.0
310,MONTCHANIN,71210.0
404,SAINT-DESERT,71390.0
76,CHALON-SUR-SAONE,71100.0
221,GIVRY,71640.0
475,SAINT-REMY,71100.0
306,MONTCEAU LES MINES,71300.0
486,SAINT VALLIER,71230.0
73,CHAGNY,71150.0
106,CHAROLLES,71120.0
342,PARAY LE MONIAL,71600.0
120,CHAUFFAILLES,71170.0
176,DIGOIN,71160.0
14,AUTUN,71400.0
153,LE CREUSOT,71200.0
40,BLANZY,71450.0
479,SAINT SERNIN DU BOIS,71200.0
263,LOUHANS,71500.0
181,LE MANS,72000.0
260,RUAUDIN,72230.0
3,ALLONNES,72700.0
181,LE MANS,72100.0
231,PARIGNE L EVEQUE,72250.0
213,MULSANNE,72230.0
71,MONTVAL-SUR-LOIR,72500.0
241,MONTFORT-LE-GESNOIS,72450.0
269,SAINT CALAIS,72120.0
299,SAINT MARS D OUTILLE,72220.0
264,SABLE SUR SARTHE,72300.0
223,NOYEN SUR SARTHE,72430.0
154,LA FLECHE,72200.0
13,AUBIGNE RACAN,72800.0
84,CLERMONT CREANS,72200.0
132,LA FERTE BERNARD,72400.0
56,CHAMPFLEUR,72610.0
180,MAMERS,72600.0
29,BEAUMONT SUR SARTHE,72170.0
8,AIX LES BAINS,73100.0
150,LA PLAGNE TARENTAISE,73210.0
249,SAINT-JEOIRE-PRIEURE,73190.0
257,LES BELLEVILLE,73440.0
290,VAL CENIS,73480.0
109,EPIERRE,73220.0
11,ALBERTVILLE,73200.0
306,VALLOIRE,73450.0
235,SAINT FRANCOIS LONGCHAMP,73130.0
307,VALMEINIER,73450.0
213,LA RAVOIRE,73490.0
30,BARBY,73230.0
304,VAL-D ISERE,73150.0
15,LES ALLUES,73550.0
65,CHAMBERY,73000.0
176,MONTVALEZAN,73700.0
296,TIGNES,73320.0
157,MODANE,73500.0
23,AUSSOIS,73500.0
54,BOURG-SAINT-MAURICE,73700.0
182,MOUXY,73100.0
6,AIME LA PLAGNE,73210.0
31,BASSENS,73000.0
132,HAUTELUCE,73620.0
227,COURCHEVEL,73120.0
243,SAINT-JEAN-D ARVEY,73230.0
317,VILLARD SUR DORON,73270.0
10,ENTRELACS,73410.0
329,VOGLANS,73420.0
300,TRESSERVE,73100.0
114,FLUMET,73590.0
179,LA MOTTE SERVOLEX,73290.0
206,PRALOGNAN-LA-VANOISE,73710.0
24,LES AVANCHERS VALMOREL,73260.0
29,BARBERAZ,73000.0
13,ALBIEZ-MONTROND,73300.0
133,GAILLARD,74240.0
26,LA BALME DE SILLINGY,74330.0
10,ANNECY,74600.0
123,FAVERGES-SEYTHENEX,74210.0
10,ANNECY,74000.0
160,MANIGOD,74230.0
10,ANNECY,74960.0
136,LE GRAND BORNAND,74450.0
288,VALLEIRY,74520.0
299,VEYRIER-DU-LAC,74290.0
104,DOUSSARD,74210.0
12,ANNEMASSE,74100.0
10,ANNECY,74940.0
201,NEYDENS,74160.0
19,ARGONAY,74370.0
225,RUMILLY,74150.0
298,VETRAZ-MONTHOUX,74100.0
185,MONNETIER-MORNEX,74560.0
82,COLLONGES-SOUS-SALEVE,74160.0
305,VILLE-LA-GRAND,74100.0
153,LUCINGES,74380.0
40,BONNE,74380.0
213,POISY,74330.0
69,CHENEX,74520.0
243,SAINT-JULIEN-EN-GENEVOIS,74160.0
80,LA CLUSAZ,74220.0
280,THONES,74230.0
10,ANNECY,74370.0
6,ALLONZIER-LA-CAILLE,74350.0
112,EPAGNY METZ-TESSY,74330.0
108,DUINGT,74410.0
88,COPPONEX,74350.0
16,ARCHAMPS,74160.0
137,GROISY,74570.0
309,VIRY,74580.0
176,MENTHON-SAINT-BERNARD,74290.0
56,CHAMONIX MONT BLANC,74400.0
311,VIUZ-EN-SALLAZ,74250.0
215,PRAZ SUR ARLY,74120.0
224,LA ROCHE SUR FORON,74800.0
264,SCIONZIER,74950.0
83,COMBLOUX,74920.0
278,THYEZ,74300.0
85,LES CONTAMINES MONTJOIE,74170.0
189,MONT-SAXONNEX,74130.0
205,ONNION,74490.0
236,SAINT GERVAIS LES BAINS,74170.0
256,SALLANCHES,74700.0
14,ARACHES LA FRASSE,74300.0
266,SERVOZ,74310.0
276,TANINGES,74440.0
134,LES GETS,74260.0
173,MEGEVE,74120.0
42,BONNEVILLE,74130.0
208,PASSY,74190.0
81,CLUSES,74300.0
190,MORILLON,74440.0
164,MARIGNIER,74970.0
258,SAMOENS,74340.0
290,VALLORCINE,74660.0
99,DEMI-QUARTIER,74120.0
90,CORNIER,74800.0
143,LES HOUCHES,74310.0
208,PASSY,74480.0
284,LA TOUR,74250.0
183,MIEUSSY,74440.0
7,AMANCY,74800.0
294,VERCHAIX,74440.0
241,SAINT-JEOIRE,74490.0
89,CORDON,74700.0
250,SAINT-PIERRE-EN-FAUCIGNY,74800.0
87,CONTAMINE-SUR-ARVE,74130.0
212,GLIERES-VAL-DE-BORNE,74130.0
169,MARNAZ,74460.0
119,EVIAN-LES-BAINS,74500.0
249,SAINT-PAUL-EN-CHABLAIS,74500.0
238,SAINT-JEAN-D'AULPS,74430.0
575,SAINT-ETIENNE-DU-ROUVRAY,76800.0
540,ROUEN,76100.0
540,ROUEN,76000.0
429,MESNIL-ESNARD (LE),76240.0
322,GRAND QUEVILLY (LE),76120.0
103,BONSECOURS,76240.0
498,PETIT QUEVILLY (LE),76140.0
497,PETIT-COURONNE (LE),76650.0
681,SOTTEVILLE-LES-ROUEN,76300.0
165,CAUDEBEC-LES-ELBEUF,76320.0
231,ELBEUF,76500.0
705,TOURVILLE-LA-RIVIERE,76410.0
640,SAINT PIERRE LES ELBEUF,76320.0
5,AMFREVILLE-LA-MIVOIE,76920.0
451,MONT-SAINT-AIGNAN,76130.0
410,MAROMME,76150.0
212,DARNETAL,76160.0
157,CANTELEU,76380.0
57,BARENTIN,76360.0
108,BOIS GUILLAUME,76230.0
599,SAINT-LEGER-DU-BOURG-DENIS,76160.0
216,DEVILLE-LES-ROUEN,76250.0
95,BIHOREL,76420.0
474,NOTRE-DAME-DE-BONDEVILLE,76960.0
743,VILLERS ECALLES,76360.0
217,DIEPPE,76200.0
26,ARQUES-LA-BATAILLE,76880.0
711,LE TREPORT,76470.0
255,EU,76260.0
217,DIEPPE,76370.0
351,LE HAVRE,76610.0
351,LE HAVRE,76620.0
351,LE HAVRE,76600.0
552,STE ADRESSE,76310.0
341,HARFLEUR,76700.0
447,MONTIVILLIERS,76290.0
329,GRUCHET-LE-VALASSE,76210.0
647,SAINT-ROMAIN-DE-COLBOSC,76430.0
596,SAINT-LAURENT-DE-BREVEDENT,76700.0
259,FECAMP,76400.0
382,LANQUETOT,76210.0
384,LILLEBONNE,76170.0
254,ETRETAT,76790.0
476,PORT-JEROME-SUR-SEINE,76330.0
305,GONFREVILLE L ORCHER,76700.0
406,MANIQUERVILLE,76400.0
114,BOLBEC,76210.0
141,BREAUTE,76110.0
276,FORGES-LES-EAUX,76440.0
312,GOURNAY-EN-BRAY,76220.0
164,RIVES-EN-SEINE,76490.0
655,SAINT-VALERY-EN-CAUX,76460.0
758,YVETOT,76190.0
637,SAINT-PIERRE-EN-PORT,76540.0
613,SAINT MARTIN AUX BUNEAUX,76450.0
752,YERVILLE,76760.0
325,GREMONVILLE,76970.0
450,SERVON,77170.0
350,OZOIR LA FERRIERE,77330.0
288,MELUN,77000.0
470,TOURNAN-EN-BRIE,77220.0
487,VAUX-LE-PENIL,77000.0
285,LE MEE SUR SEINE,77350.0
53,BRIE COMTE ROBERT,77170.0
82,CHAMPEAUX,77720.0
122,COMBS LA VILLE,77380.0
251,LIEUSAINT,77127.0
407,SAINT-FARGEAU-PONTHIERRY,77310.0
249,LESIGNY,77150.0
22,BARBIZON,77630.0
215,GRETZ-ARMAINVILLIERS,77220.0
384,REAU,77550.0
445,SAVIGNY-LE-TEMPLE,77176.0
326,NANDY,77176.0
377,PRESLES-EN-BRIE,77220.0
373,PONTAULT COMBAULT,77340.0
222,GUIGNES,77390.0
96,CHARTRETTES,77590.0
152,DAMMARIE LES LYS,77190.0
67,CESSON,77240.0
217,GRISY-SUISNES,77166.0
100,CHATELET-EN-BRIE (LE),77820.0
389,ROCHETTE(LA),77000.0
266,MACHAULT,77133.0
390,ROISSY-EN-BRIE,77680.0
378,PRINGY,77310.0
457,SOLERS,77111.0
296,MOISSY-CRAMAYEL,77550.0
305,MONTEREAU FAULT YONNE,77130.0
431,SAINT-PIERRE-LES-NEMOURS,77140.0
312,MONTIGNY-SUR-LOING,77690.0
186,FONTAINEBLEAU,77300.0
4,ANDREZEL,77390.0
14,AVON,77210.0
44,BOMBON,77720.0
333,NEMOURS,77140.0
455,SOIGNOLLES-EN-BRIE,77111.0
226,HERICY,77850.0
127,COUBERT,77170.0
316,MORET-LOING-ET-ORVANNE,77250.0
441,SAMOIS SUR SEINE,77920.0
339,NOISY-SUR-ECOLE,77123.0
114,CHEVRY-COSSIGNY,77173.0
175,EVRY-GREGY-SUR-YERRE,77166.0
107,CHAUMES-EN-BRIE,77390.0
79,CHAMPAGNE SUR SEINE,77430.0
447,SEINE-PORT,77240.0
177,FAVIERES,77220.0
317,MORMANT,77720.0
531,VOULX,77940.0
1,ACHERES-LA-FORET,77760.0
81,CHAMPDEUIL,77390.0
458,SOUPPES-SUR-LOING,77460.0
374,PONTCARRE,77135.0
419,SAINT-MAMMES,77670.0
435,SAINT-SAUVEUR-SUR-ECOLE,77930.0
453,SIVRY-COURTRY,77115.0
37,BOIS LE ROI,77590.0
425,SAINT-MARTIN-EN-BIERE,77630.0
385,REBAIS,77510.0
192,FONTENAY-TRESIGNY,77610.0
131,COULOMMIERS,77120.0
382,QUINCY-VOISINS,77860.0
240,JOUY-SUR-MORIN,77320.0
183,LA FERTE SOUS JOUARRE,77260.0
171,ESBLY,77450.0
117,CITRY,77730.0
148,CROUY-SUR-OURCQ,77840.0
318,MORTCERF,77163.0
393,ROZAY-EN-BRIE,77540.0
280,MARY-SUR-MARNE,77440.0
128,COUILLY-PONT-AUX-DAMES,77860.0
142,CRECY LA CHAPELLE,77580.0
24,BASSEVELLE,77750.0
125,CONDE-SAINTE-LIBIAIRE,77450.0
182,FERTE-GAUCHER (LA),77320.0
510,VILLENEUVE-SAINT-DENIS,77174.0
163,DOUY-LA-RAMEE,77139.0
436,SAINT-SIMEON,77169.0
433,BEAUTHEIL-SAINTS,77120.0
521,VILLIERS-SUR-MORIN,77580.0
238,JOUARRE,77640.0
61,CANNES-ECLUSE,77130.0
202,GENEVRAYE (LA),77690.0
118,CLAYE-SOUILLY,77410.0
284,MEAUX,77100.0
438,SAINT THIBAULT DES VIGNES,77400.0
468,TORCY,77200.0
108,CHELLES,77500.0
514,VILLEPARISIS,77270.0
259,LONGPERRIER,77230.0
58,BUSSY-SAINT-GEORGES,77600.0
449,SERRIS,77700.0
307,MONTEVRAIN,77144.0
337,NOISIEL,77186.0
5,ANNET-SUR-MARNE,77410.0
372,POMPONNE,77400.0
121,COLLEGIEN,77090.0
483,VARREDDES,77910.0
243,LAGNY-SUR-MARNE,77400.0
83,CHAMPS-SUR-MARNE,77420.0
169,EMERAINVILLE,77184.0
59,BUSSY-SAINT-MARTIN,77600.0
430,SAINT-PATHUS,77178.0
153,DAMMARTIN-EN-GOELE,77230.0
479,VAIRES SUR MARNE,77360.0
258,LOGNES,77185.0
85,CHANTELOUP EN BRIE,77600.0
268,MAGNY-LE-HONGRE,77700.0
132,COUPVRAY,77700.0
513,VILLENOY,77124.0
464,THORIGNY SUR MARNE,77400.0
18,BAILLY-ROMAINVILLIERS,77700.0
363,LE PIN,77181.0
143,CREGY-LES-MEAUX,77124.0
111,CHESSY,77700.0
511,VILLENEUVE SOUS DAMMARTIN,77230.0
55,BROU-SUR-CHANTEREINE,77177.0
517,VILLEVAUDE,77410.0
181,FERRIERES-EN-BRIE,77164.0
294,MITRY MORY,77290.0
330,NANTEUIL-LES-MEAUX,77100.0
155,DAMPMART,77400.0
332,NANTOUILLET,77230.0
94,CHARMENTRAY,77410.0
475,TRILPORT,77470.0
420,SAINT-MARD,77230.0
437,SAINT-SOUPPLETS,77165.0
344,OISSERY,77178.0
349,OTHIS,77280.0
237,JOSSIGNY,77600.0
139,COURTRY,77181.0
146,CROISSY-BEAUBOURG,77183.0
474,TRILBARDOU,77450.0
